Name,CPU,Number of Cores,GPU,Number of Sim Cards,OS,Camera Resolution,Weight/Height,Body Structure,Release Data,Charge through USB,Internal Memory,RAM,Memory Expandable/Type,Display Technology,Warranty,Screen Size,Screen Resolution,Ratio of Screen Size to Body,DAR,Pixel Density,Back Camera Recording,Flashlight,Digital Zoom,Front Facing Cameras,Display Features,Back Facing Cameras,Camera HardWare,OTG,Camera Features,Cellular Network,Supported Networks,USB PORT,Bluetooth,GPS and features,Sensors,Special Features,Battery Capacity,Battery Type,Fast Charge,CPU Frequency,Screen Brightness,Screen Refresh Rate,Screen Glass,Available Colors,Brand,Seller,Score,Price Final,Price No Discount
Samsung Galaxy A15 4G 128/6GB ,"Mediatek Helio G99 (6nm)

",هشت هسته,Mali-G57 MC2,دو سیم کارت نانوسیم، هیبریدی (همزمان فعال),اندروید 14، رابط کاربری One UI 6,,160.1x76.8x8.4 میلی متر/ 200 گرم,جلو شیشه، پشت و فریم پلاستیک,,,128 گیگابایت,6 گیگابایت,دارد/ microSDXC (مشترک با اسلات سیم کارت),"Super AMOLED
",18 ماه گارانتی شرکتی,6.5 اینچ,1080x2340 پیکسل,~84.3%,19.5:9,~396 پیکسل در هر اینچ,1080p با سرعت 30 فریم بر ثانیه ,دارد ,,13 مگاپیکسل,,سه گانه 50 مگاپیکسل + 5 مگاپیکسل + 2 مگاپیکسل ,,,"LED flash ،panorama ،HDR
",4G,GSM /HSPA /LTE,دارد/ USB Type-C 2.0,دارد/ نسخه 5.3، A2DP و LE,"دارد/ GPS ،GALILEO ،GLONASS ،BDS ،QZSS
",حسگر اثر انگشت، شتاب‌سنج، قطب‌نما، حسگر مجاورت مجازی، ژئومغناطیسی، سنسور نور,,5000 میلی آمپر ساعت,,دارد/ 25 وات,2 هسته 2.2 گیگاهرتزی Cortex-A76 و 6 هسته 2.0 گیگاهرتزی Cortex-A55,800 نیت,90 هرتز,,"['سرمه\u200cای', 'آبی روشن', 'زرد']",گوشی سامسونگ,تامین پخش رایانه,4.37,"6,695,000","7,100,000"
Samsung Galaxy A15 4G 128/6GB ,"Mediatek Helio G99 (6nm)

",هشت هسته,Mali-G57 MC2,دو سیم کارت نانوسیم، هیبریدی (همزمان فعال),اندروید 14، رابط کاربری One UI 6,,160.1x76.8x8.4 میلی متر/ 200 گرم,جلو شیشه، پشت و فریم پلاستیک,,,128 گیگابایت,6 گیگابایت,دارد/ microSDXC (مشترک با اسلات سیم کارت),"Super AMOLED
",18 ماه گارانتی شرکتی,6.5 اینچ,1080x2340 پیکسل,~84.3%,19.5:9,~396 پیکسل در هر اینچ,1080p با سرعت 30 فریم بر ثانیه ,دارد ,,13 مگاپیکسل,,سه گانه 50 مگاپیکسل + 5 مگاپیکسل + 2 مگاپیکسل ,,,"LED flash ،panorama ،HDR
",4G,GSM /HSPA /LTE,دارد/ USB Type-C 2.0,دارد/ نسخه 5.3، A2DP و LE,"دارد/ GPS ،GALILEO ،GLONASS ،BDS ،QZSS
",حسگر اثر انگشت، شتاب‌سنج، قطب‌نما، حسگر مجاورت مجازی، ژئومغناطیسی، سنسور نور,,5000 میلی آمپر ساعت,,دارد/ 25 وات,2 هسته 2.2 گیگاهرتزی Cortex-A76 و 6 هسته 2.0 گیگاهرتزی Cortex-A55,800 نیت,90 هرتز,,"['سرمه\u200cای', 'آبی روشن', 'زرد']",گوشی سامسونگ,مهرآس,4.37,"6,695,000","6,729,000"
Samsung Galaxy A15 4G 128/6GB ,"Mediatek Helio G99 (6nm)

",هشت هسته,Mali-G57 MC2,دو سیم کارت نانوسیم، هیبریدی (همزمان فعال),اندروید 14، رابط کاربری One UI 6,,160.1x76.8x8.4 میلی متر/ 200 گرم,جلو شیشه، پشت و فریم پلاستیک,,,128 گیگابایت,6 گیگابایت,دارد/ microSDXC (مشترک با اسلات سیم کارت),"Super AMOLED
",18 ماه گارانتی شرکتی,6.5 اینچ,1080x2340 پیکسل,~84.3%,19.5:9,~396 پیکسل در هر اینچ,1080p با سرعت 30 فریم بر ثانیه ,دارد ,,13 مگاپیکسل,,سه گانه 50 مگاپیکسل + 5 مگاپیکسل + 2 مگاپیکسل ,,,"LED flash ،panorama ،HDR
",4G,GSM /HSPA /LTE,دارد/ USB Type-C 2.0,دارد/ نسخه 5.3، A2DP و LE,"دارد/ GPS ،GALILEO ،GLONASS ،BDS ،QZSS
",حسگر اثر انگشت، شتاب‌سنج، قطب‌نما، حسگر مجاورت مجازی، ژئومغناطیسی، سنسور نور,,5000 میلی آمپر ساعت,,دارد/ 25 وات,2 هسته 2.2 گیگاهرتزی Cortex-A76 و 6 هسته 2.0 گیگاهرتزی Cortex-A55,800 نیت,90 هرتز,,"['سرمه\u200cای', 'آبی روشن', 'زرد']",گوشی سامسونگ,موبایل موحد,4.37,"6,695,000","6,770,000"
Samsung Galaxy A15 4G 128/6GB ,"Mediatek Helio G99 (6nm)

",هشت هسته,Mali-G57 MC2,دو سیم کارت نانوسیم، هیبریدی (همزمان فعال),اندروید 14، رابط کاربری One UI 6,,160.1x76.8x8.4 میلی متر/ 200 گرم,جلو شیشه، پشت و فریم پلاستیک,,,128 گیگابایت,6 گیگابایت,دارد/ microSDXC (مشترک با اسلات سیم کارت),"Super AMOLED
",18 ماه گارانتی شرکتی,6.5 اینچ,1080x2340 پیکسل,~84.3%,19.5:9,~396 پیکسل در هر اینچ,1080p با سرعت 30 فریم بر ثانیه ,دارد ,,13 مگاپیکسل,,سه گانه 50 مگاپیکسل + 5 مگاپیکسل + 2 مگاپیکسل ,,,"LED flash ،panorama ،HDR
",4G,GSM /HSPA /LTE,دارد/ USB Type-C 2.0,دارد/ نسخه 5.3، A2DP و LE,"دارد/ GPS ،GALILEO ،GLONASS ،BDS ،QZSS
",حسگر اثر انگشت، شتاب‌سنج، قطب‌نما، حسگر مجاورت مجازی، ژئومغناطیسی، سنسور نور,,5000 میلی آمپر ساعت,,دارد/ 25 وات,2 هسته 2.2 گیگاهرتزی Cortex-A76 و 6 هسته 2.0 گیگاهرتزی Cortex-A55,800 نیت,90 هرتز,,"['سرمه\u200cای', 'آبی روشن', 'زرد']",گوشی سامسونگ,تکنولایف,4.37,"6,695,000","6,799,000"
Samsung Galaxy A15 4G 128/6GB ,"Mediatek Helio G99 (6nm)

",هشت هسته,Mali-G57 MC2,دو سیم کارت نانوسیم، هیبریدی (همزمان فعال),اندروید 14، رابط کاربری One UI 6,,160.1x76.8x8.4 میلی متر/ 200 گرم,جلو شیشه، پشت و فریم پلاستیک,,,128 گیگابایت,6 گیگابایت,دارد/ microSDXC (مشترک با اسلات سیم کارت),"Super AMOLED
",18 ماه گارانتی شرکتی,6.5 اینچ,1080x2340 پیکسل,~84.3%,19.5:9,~396 پیکسل در هر اینچ,1080p با سرعت 30 فریم بر ثانیه ,دارد ,,13 مگاپیکسل,,سه گانه 50 مگاپیکسل + 5 مگاپیکسل + 2 مگاپیکسل ,,,"LED flash ،panorama ،HDR
",4G,GSM /HSPA /LTE,دارد/ USB Type-C 2.0,دارد/ نسخه 5.3، A2DP و LE,"دارد/ GPS ،GALILEO ،GLONASS ،BDS ،QZSS
",حسگر اثر انگشت، شتاب‌سنج، قطب‌نما، حسگر مجاورت مجازی، ژئومغناطیسی، سنسور نور,,5000 میلی آمپر ساعت,,دارد/ 25 وات,2 هسته 2.2 گیگاهرتزی Cortex-A76 و 6 هسته 2.0 گیگاهرتزی Cortex-A55,800 نیت,90 هرتز,,"['سرمه\u200cای', 'آبی روشن', 'زرد']",گوشی سامسونگ,خانه آی تی ایران,4.37,"6,695,000","6,820,000"
Samsung Galaxy A15 4G 128/6GB ,"Mediatek Helio G99 (6nm)

",هشت هسته,Mali-G57 MC2,دو سیم کارت نانوسیم، هیبریدی (همزمان فعال),اندروید 14، رابط کاربری One UI 6,,160.1x76.8x8.4 میلی متر/ 200 گرم,جلو شیشه، پشت و فریم پلاستیک,,,128 گیگابایت,6 گیگابایت,دارد/ microSDXC (مشترک با اسلات سیم کارت),"Super AMOLED
",18 ماه گارانتی شرکتی,6.5 اینچ,1080x2340 پیکسل,~84.3%,19.5:9,~396 پیکسل در هر اینچ,1080p با سرعت 30 فریم بر ثانیه ,دارد ,,13 مگاپیکسل,,سه گانه 50 مگاپیکسل + 5 مگاپیکسل + 2 مگاپیکسل ,,,"LED flash ،panorama ،HDR
",4G,GSM /HSPA /LTE,دارد/ USB Type-C 2.0,دارد/ نسخه 5.3، A2DP و LE,"دارد/ GPS ،GALILEO ،GLONASS ،BDS ،QZSS
",حسگر اثر انگشت، شتاب‌سنج، قطب‌نما، حسگر مجاورت مجازی، ژئومغناطیسی، سنسور نور,,5000 میلی آمپر ساعت,,دارد/ 25 وات,2 هسته 2.2 گیگاهرتزی Cortex-A76 و 6 هسته 2.0 گیگاهرتزی Cortex-A55,800 نیت,90 هرتز,,"['سرمه\u200cای', 'آبی روشن', 'زرد']",گوشی سامسونگ,اکسترا موبایل,4.37,"6,695,000","6,861,000"
Xiaomi Redmi 13C 256/8GB,Mediatek MT6769Z Helio G85 (12 نانومتری),هشت هسته,Mali-G52 MC2,"دو سیم کارت ( نانو سیم، همزمان فعال)
",اندروید 13 - MIUI 14 (در زمان عرضه),سه گانه 50 مگاپیکسل + 2 مگاپیکسل + 0.08 مگاپیکسل ,168x78x8.1 میلی متر/ 192 گرم,,آبان ماه 1402,دارد,256 گیگابایت,"8 گیگابایت
",دارد/ microSDXC (اسلات اختصاصی),"IPS LCD/ لمسی خازنی
",18 ماه گارانتی شرکتی,"6.74 اینچ
","16 میلیون رنگ/ 1600x720 پیکسل
","83.7 درصد
",20:9,260 پیکسل بر اینچ,1080p با سرعت 30 فریم بر ثانیه,"فلاش LED
",,8 مگاپیکسل,,سه گانه 50 مگاپیکسل + 2 مگاپیکسل + 0.08 مگاپیکسل ,,دارد,"قابلیت HDR
","4G
",GSM ،HSPA ،LTE,دارد/ USB Type-C 2.0,"دارد/ ورژن 5.3، همراه با A2DP ،LE
","دارد/ با قابلیت ساپورت GPS, GLONASS, GALILEO, BDS",اثر انگشت در کنار قاب، شتاب سنج، قطب نما,,"5000 میلی‌ آمپر ساعت
","لیتیوم پلیمری/ خیر
",دارد، پشتیبانی از شارژ سریع 18 واتی,دو هسته 2.0 گیگاهرتز Cortex-A75 و شش هسته 1.8 گیگاهرتز Cortex-A55,450 نیت در حالت عادی و 600 نیت در حالت حداکثر ,90 هرتز ,شیشه گوریلا,"['آبی', 'مشکی']",گوشی شیائومی,تکنولایف,4.11,,"6,999,000"
Xiaomi Redmi 13C 256/8GB,Mediatek MT6769Z Helio G85 (12 نانومتری),هشت هسته,Mali-G52 MC2,"دو سیم کارت ( نانو سیم، همزمان فعال)
",اندروید 13 - MIUI 14 (در زمان عرضه),سه گانه 50 مگاپیکسل + 2 مگاپیکسل + 0.08 مگاپیکسل ,168x78x8.1 میلی متر/ 192 گرم,,آبان ماه 1402,دارد,256 گیگابایت,"8 گیگابایت
",دارد/ microSDXC (اسلات اختصاصی),"IPS LCD/ لمسی خازنی
",18 ماه گارانتی شرکتی,"6.74 اینچ
","16 میلیون رنگ/ 1600x720 پیکسل
","83.7 درصد
",20:9,260 پیکسل بر اینچ,1080p با سرعت 30 فریم بر ثانیه,"فلاش LED
",,8 مگاپیکسل,,سه گانه 50 مگاپیکسل + 2 مگاپیکسل + 0.08 مگاپیکسل ,,دارد,"قابلیت HDR
","4G
",GSM ،HSPA ،LTE,دارد/ USB Type-C 2.0,"دارد/ ورژن 5.3، همراه با A2DP ،LE
","دارد/ با قابلیت ساپورت GPS, GLONASS, GALILEO, BDS",اثر انگشت در کنار قاب، شتاب سنج، قطب نما,,"5000 میلی‌ آمپر ساعت
","لیتیوم پلیمری/ خیر
",دارد، پشتیبانی از شارژ سریع 18 واتی,دو هسته 2.0 گیگاهرتز Cortex-A75 و شش هسته 1.8 گیگاهرتز Cortex-A55,450 نیت در حالت عادی و 600 نیت در حالت حداکثر ,90 هرتز ,شیشه گوریلا,"['آبی', 'مشکی']",گوشی شیائومی,همراه دیجیتال,4.11,,"6,990,000"
Samsung Galaxy A05s 4G 128/4GB,"Qualcomm SM6225 Snapdragon 680 4G (6 نانومتری)
",هشت هسته,"Adreno 610
","دو سیم کارت (نانو سیم - همزمان فعال)
",اندروید 13 با رابط کاربری One UI 4.1، این نسخه برای زمانی است که این گوشی معرفی شده است و ممکن است در هنگام خرید شما آپدیت جدیدتری برای آن آمده باشد و به اندروید ورژن بالاتر ارتقا پیدا کند. ,,168x77.8x8.8 میلی‌ متر/ 194 گرم,"جلو شیشه ای و پشت و فریم پلاستیکی
",۰۳ مهر ۱۴۰۲,دارد,128 گیگابایت,"4 گیگابایت
","دارد/ microSDXC
","PLS LCD
","18 ماه گارانتی هماهنگانتخاب گارانتی18 ماه گارانتی هماهنگتومان5,298,00018 ماه گارانتی شرکتیتومان5,299,000","6.7 اینچ
","1080x2400 پیکسل
",~82.9%,"20:9
","393 پیکسل بر اینچ
","1080p با سرعت 30 و 60 فریم بر ثانیه
","LED
",,"13 مگاپیکسل
",,سه گانه گانه 50 مگاپیکسل + 2 مگاپیکسل + 2 مگاپیکسل,,,,"4G
","GSM ،HSPA ،LTE
","دارد/ USB Type-C 2.0
","دارد/ نسخه 5.1 و ویژگی های A2DP ،LE
","دارد/ با قابلیت ساپورت GPS ،GLONASS ،GALILEO ،BDS
","حسگر اثر انگشت (Fingerprint)، شتاب سنج (Accelerometer)، حسگر مجاورت (Proximity Sensor)
",,"5000 میلی آمپر ساعت
",لیتیوم پلیمر/ خیر,25 وات,4 هسته 2.4 گیگاهرتزی Kryo 265 Gold و 4 هسته 1.9 گیگاهرتزی Kryo 265 Silver,108.4 نیت,90 هرتز,,"['مشکی', 'نقره\u200cای', 'بنفش']",گوشی سامسونگ,تکنولایف,4.32,,"5,298,000"
Samsung Galaxy A05s 4G 128/4GB,"Qualcomm SM6225 Snapdragon 680 4G (6 نانومتری)
",هشت هسته,"Adreno 610
","دو سیم کارت (نانو سیم - همزمان فعال)
",اندروید 13 با رابط کاربری One UI 4.1، این نسخه برای زمانی است که این گوشی معرفی شده است و ممکن است در هنگام خرید شما آپدیت جدیدتری برای آن آمده باشد و به اندروید ورژن بالاتر ارتقا پیدا کند. ,,168x77.8x8.8 میلی‌ متر/ 194 گرم,"جلو شیشه ای و پشت و فریم پلاستیکی
",۰۳ مهر ۱۴۰۲,دارد,128 گیگابایت,"4 گیگابایت
","دارد/ microSDXC
","PLS LCD
",18 ماه گارانتی شرکتی,"6.7 اینچ
","1080x2400 پیکسل
",~82.9%,"20:9
","393 پیکسل بر اینچ
","1080p با سرعت 30 و 60 فریم بر ثانیه
","LED
",,"13 مگاپیکسل
",,سه گانه گانه 50 مگاپیکسل + 2 مگاپیکسل + 2 مگاپیکسل,,,,"4G
","GSM ،HSPA ،LTE
","دارد/ USB Type-C 2.0
","دارد/ نسخه 5.1 و ویژگی های A2DP ،LE
","دارد/ با قابلیت ساپورت GPS ،GLONASS ،GALILEO ،BDS
","حسگر اثر انگشت (Fingerprint)، شتاب سنج (Accelerometer)، حسگر مجاورت (Proximity Sensor)
",,"5000 میلی آمپر ساعت
",لیتیوم پلیمر/ خیر,25 وات,4 هسته 2.4 گیگاهرتزی Kryo 265 Gold و 4 هسته 1.9 گیگاهرتزی Kryo 265 Silver,108.4 نیت,90 هرتز,,"['مشکی', 'نقره\u200cای', 'بنفش']",گوشی سامسونگ,صدر ارتباط,4.32,,"5,299,000"
Samsung Galaxy A05s 4G 128/4GB,"Qualcomm SM6225 Snapdragon 680 4G (6 نانومتری)
",هشت هسته,"Adreno 610
","دو سیم کارت (نانو سیم - همزمان فعال)
",اندروید 13 با رابط کاربری One UI 4.1، این نسخه برای زمانی است که این گوشی معرفی شده است و ممکن است در هنگام خرید شما آپدیت جدیدتری برای آن آمده باشد و به اندروید ورژن بالاتر ارتقا پیدا کند. ,,168x77.8x8.8 میلی‌ متر/ 194 گرم,"جلو شیشه ای و پشت و فریم پلاستیکی
",۰۳ مهر ۱۴۰۲,دارد,128 گیگابایت,"4 گیگابایت
","دارد/ microSDXC
","PLS LCD
",گارانتی 18 ماهه هماهنگ,"6.7 اینچ
","1080x2400 پیکسل
",~82.9%,"20:9
","393 پیکسل بر اینچ
","1080p با سرعت 30 و 60 فریم بر ثانیه
","LED
",,"13 مگاپیکسل
",,سه گانه گانه 50 مگاپیکسل + 2 مگاپیکسل + 2 مگاپیکسل,,,,"4G
","GSM ،HSPA ،LTE
","دارد/ USB Type-C 2.0
","دارد/ نسخه 5.1 و ویژگی های A2DP ،LE
","دارد/ با قابلیت ساپورت GPS ،GLONASS ،GALILEO ،BDS
","حسگر اثر انگشت (Fingerprint)، شتاب سنج (Accelerometer)، حسگر مجاورت (Proximity Sensor)
",,"5000 میلی آمپر ساعت
",لیتیوم پلیمر/ خیر,25 وات,4 هسته 2.4 گیگاهرتزی Kryo 265 Gold و 4 هسته 1.9 گیگاهرتزی Kryo 265 Silver,108.4 نیت,90 هرتز,,"['مشکی', 'نقره\u200cای', 'بنفش']",گوشی سامسونگ,سگالینو,4.32,,"5,299,000"
Samsung Galaxy A05s 4G 128/4GB,"Qualcomm SM6225 Snapdragon 680 4G (6 نانومتری)
",هشت هسته,"Adreno 610
","دو سیم کارت (نانو سیم - همزمان فعال)
",اندروید 13 با رابط کاربری One UI 4.1، این نسخه برای زمانی است که این گوشی معرفی شده است و ممکن است در هنگام خرید شما آپدیت جدیدتری برای آن آمده باشد و به اندروید ورژن بالاتر ارتقا پیدا کند. ,,168x77.8x8.8 میلی‌ متر/ 194 گرم,"جلو شیشه ای و پشت و فریم پلاستیکی
",۰۳ مهر ۱۴۰۲,دارد,128 گیگابایت,"4 گیگابایت
","دارد/ microSDXC
","PLS LCD
",18 ماه گارانتی شرکتی,"6.7 اینچ
","1080x2400 پیکسل
",~82.9%,"20:9
","393 پیکسل بر اینچ
","1080p با سرعت 30 و 60 فریم بر ثانیه
","LED
",,"13 مگاپیکسل
",,سه گانه گانه 50 مگاپیکسل + 2 مگاپیکسل + 2 مگاپیکسل,,,,"4G
","GSM ،HSPA ،LTE
","دارد/ USB Type-C 2.0
","دارد/ نسخه 5.1 و ویژگی های A2DP ،LE
","دارد/ با قابلیت ساپورت GPS ،GLONASS ،GALILEO ،BDS
","حسگر اثر انگشت (Fingerprint)، شتاب سنج (Accelerometer)، حسگر مجاورت (Proximity Sensor)
",,"5000 میلی آمپر ساعت
",لیتیوم پلیمر/ خیر,25 وات,4 هسته 2.4 گیگاهرتزی Kryo 265 Gold و 4 هسته 1.9 گیگاهرتزی Kryo 265 Silver,108.4 نیت,90 هرتز,,"['مشکی', 'نقره\u200cای', 'بنفش']",گوشی سامسونگ,آی تی متاکو,4.32,,"5,389,000"
Samsung Galaxy A05s 4G 128/4GB,"Qualcomm SM6225 Snapdragon 680 4G (6 نانومتری)
",هشت هسته,"Adreno 610
","دو سیم کارت (نانو سیم - همزمان فعال)
",اندروید 13 با رابط کاربری One UI 4.1، این نسخه برای زمانی است که این گوشی معرفی شده است و ممکن است در هنگام خرید شما آپدیت جدیدتری برای آن آمده باشد و به اندروید ورژن بالاتر ارتقا پیدا کند. ,,168x77.8x8.8 میلی‌ متر/ 194 گرم,"جلو شیشه ای و پشت و فریم پلاستیکی
",۰۳ مهر ۱۴۰۲,دارد,128 گیگابایت,"4 گیگابایت
","دارد/ microSDXC
","PLS LCD
",18 ماه گارانتی شرکتی,"6.7 اینچ
","1080x2400 پیکسل
",~82.9%,"20:9
","393 پیکسل بر اینچ
","1080p با سرعت 30 و 60 فریم بر ثانیه
","LED
",,"13 مگاپیکسل
",,سه گانه گانه 50 مگاپیکسل + 2 مگاپیکسل + 2 مگاپیکسل,,,,"4G
","GSM ،HSPA ،LTE
","دارد/ USB Type-C 2.0
","دارد/ نسخه 5.1 و ویژگی های A2DP ،LE
","دارد/ با قابلیت ساپورت GPS ،GLONASS ،GALILEO ،BDS
","حسگر اثر انگشت (Fingerprint)، شتاب سنج (Accelerometer)، حسگر مجاورت (Proximity Sensor)
",,"5000 میلی آمپر ساعت
",لیتیوم پلیمر/ خیر,25 وات,4 هسته 2.4 گیگاهرتزی Kryo 265 Gold و 4 هسته 1.9 گیگاهرتزی Kryo 265 Silver,108.4 نیت,90 هرتز,,"['مشکی', 'نقره\u200cای', 'بنفش']",گوشی سامسونگ,اکسترا موبایل,4.32,,"5,458,000"
Samsung Galaxy A05s 4G 128/4GB,"Qualcomm SM6225 Snapdragon 680 4G (6 نانومتری)
",هشت هسته,"Adreno 610
","دو سیم کارت (نانو سیم - همزمان فعال)
",اندروید 13 با رابط کاربری One UI 4.1، این نسخه برای زمانی است که این گوشی معرفی شده است و ممکن است در هنگام خرید شما آپدیت جدیدتری برای آن آمده باشد و به اندروید ورژن بالاتر ارتقا پیدا کند. ,,168x77.8x8.8 میلی‌ متر/ 194 گرم,"جلو شیشه ای و پشت و فریم پلاستیکی
",۰۳ مهر ۱۴۰۲,دارد,128 گیگابایت,"4 گیگابایت
","دارد/ microSDXC
","PLS LCD
",18 ماه گارانتی شرکتی,"6.7 اینچ
","1080x2400 پیکسل
",~82.9%,"20:9
","393 پیکسل بر اینچ
","1080p با سرعت 30 و 60 فریم بر ثانیه
","LED
",,"13 مگاپیکسل
",,سه گانه گانه 50 مگاپیکسل + 2 مگاپیکسل + 2 مگاپیکسل,,,,"4G
","GSM ،HSPA ،LTE
","دارد/ USB Type-C 2.0
","دارد/ نسخه 5.1 و ویژگی های A2DP ،LE
","دارد/ با قابلیت ساپورت GPS ،GLONASS ،GALILEO ،BDS
","حسگر اثر انگشت (Fingerprint)، شتاب سنج (Accelerometer)، حسگر مجاورت (Proximity Sensor)
",,"5000 میلی آمپر ساعت
",لیتیوم پلیمر/ خیر,25 وات,4 هسته 2.4 گیگاهرتزی Kryo 265 Gold و 4 هسته 1.9 گیگاهرتزی Kryo 265 Silver,108.4 نیت,90 هرتز,,"['مشکی', 'نقره\u200cای', 'بنفش']",گوشی سامسونگ,تامین محصول  تهران,4.32,,"5,499,000"
Samsung Galaxy S23 FE 5G 256/8GB - Vietnam,"Exynos 2200 (4 نانومتری) 	
",هشت هسته,Xclipse 920,"دو سیم کارت نانو سیم (همزمان فعال )
",Android 13 رابط کاربری OneUI 5.1 ( در زمان عرضه),دوربین سه گانه 50 مگاپیکسل + 8 مگاپیکسل + 12 مگاپیکسل,"158x76.5x8.2 میلی متر/ 209 گرم
",جلو و پشت شیشه (Gorilla Glass 5) و فریم آلومینیوم,,دارد,256 گیگابایت ,8 گیگابایت,ندارد,Dynamic AMOLED 2X,18 ماه گارانتی شرکتی,"6.4 اینچ
",2340x1080 پیکسل,"83.2 درصد
",20:9,403 پیکسل بر اینچ,8K با سرعت 24 فریم بر ثانیه، 4K با سرعت 30 فریم بر ثانیه، 1080p با سرعت 30، 60، 120 و 240 فریم بر ثانیه، 720p با سرعت 960 فریم بر ثانیه,LED,,10 مگاپیکسل,پشتیبانی از استاندارد +HDR10، صفحه نمایش همیشه روشن,سه گانه 50 مگاپیکسل + 8 مگاپیکسل + 12 مگاپیکسل,,دارد,قابلیت عکاسی HDR به صورت خودکار، قابلیت عکاسی پانوراما (Panorama),5G,GSM ،HSPA ،LTE ،5G,"دارد / USB Type-C
",دارد / ورژن 5.3، همراه با A2DP، LE,"دارد/ با پشتیبانی GPS ،GLONASS ،GALILEO ،BDS

",حسگر اثر انگشت در زیر صفحه نمایش، شتاب سنج، ژيروسکوپ، مجاورت، قطب نما,,4500 میلی‌ آمپر ساعت,لیتیوم پلیمری / خیر,دارد، پشتیبانی از شارژ سریع 25 وات,یک هسته 2.8 گیگاهرتز Cortex-X2 و 3 هسته 2.50 گیگاهرتز Cortex-A710 و 4 هسته 1.8 گیگاهرتز Cortex-A510,1450 نیت در حالت حداکثر,120 هرتز,Corning Gorilla Glass 5,['خاکستری'],گوشی سامسونگ,تامین پخش رایانه,4.15,"24,725,000","24,998,000"
Samsung Galaxy S23 FE 5G 256/8GB - Vietnam,"Exynos 2200 (4 نانومتری) 	
",هشت هسته,Xclipse 920,"دو سیم کارت نانو سیم (همزمان فعال )
",Android 13 رابط کاربری OneUI 5.1 ( در زمان عرضه),دوربین سه گانه 50 مگاپیکسل + 8 مگاپیکسل + 12 مگاپیکسل,"158x76.5x8.2 میلی متر/ 209 گرم
",جلو و پشت شیشه (Gorilla Glass 5) و فریم آلومینیوم,,دارد,256 گیگابایت ,8 گیگابایت,ندارد,Dynamic AMOLED 2X,18 ماه گارانتی شرکتی,"6.4 اینچ
",2340x1080 پیکسل,"83.2 درصد
",20:9,403 پیکسل بر اینچ,8K با سرعت 24 فریم بر ثانیه، 4K با سرعت 30 فریم بر ثانیه، 1080p با سرعت 30، 60، 120 و 240 فریم بر ثانیه، 720p با سرعت 960 فریم بر ثانیه,LED,,10 مگاپیکسل,پشتیبانی از استاندارد +HDR10، صفحه نمایش همیشه روشن,سه گانه 50 مگاپیکسل + 8 مگاپیکسل + 12 مگاپیکسل,,دارد,قابلیت عکاسی HDR به صورت خودکار، قابلیت عکاسی پانوراما (Panorama),5G,GSM ،HSPA ،LTE ،5G,"دارد / USB Type-C
",دارد / ورژن 5.3، همراه با A2DP، LE,"دارد/ با پشتیبانی GPS ،GLONASS ،GALILEO ،BDS

",حسگر اثر انگشت در زیر صفحه نمایش، شتاب سنج، ژيروسکوپ، مجاورت، قطب نما,,4500 میلی‌ آمپر ساعت,لیتیوم پلیمری / خیر,دارد، پشتیبانی از شارژ سریع 25 وات,یک هسته 2.8 گیگاهرتز Cortex-X2 و 3 هسته 2.50 گیگاهرتز Cortex-A710 و 4 هسته 1.8 گیگاهرتز Cortex-A510,1450 نیت در حالت حداکثر,120 هرتز,Corning Gorilla Glass 5,['خاکستری'],گوشی سامسونگ,موبایل موحد,4.15,"24,725,000","24,850,000"
Samsung Galaxy S23 FE 5G 256/8GB - Vietnam,"Exynos 2200 (4 نانومتری) 	
",هشت هسته,Xclipse 920,"دو سیم کارت نانو سیم (همزمان فعال )
",Android 13 رابط کاربری OneUI 5.1 ( در زمان عرضه),دوربین سه گانه 50 مگاپیکسل + 8 مگاپیکسل + 12 مگاپیکسل,"158x76.5x8.2 میلی متر/ 209 گرم
",جلو و پشت شیشه (Gorilla Glass 5) و فریم آلومینیوم,,دارد,256 گیگابایت ,8 گیگابایت,ندارد,Dynamic AMOLED 2X,18 ماه گارانتی شرکتی,"6.4 اینچ
",2340x1080 پیکسل,"83.2 درصد
",20:9,403 پیکسل بر اینچ,8K با سرعت 24 فریم بر ثانیه، 4K با سرعت 30 فریم بر ثانیه، 1080p با سرعت 30، 60، 120 و 240 فریم بر ثانیه، 720p با سرعت 960 فریم بر ثانیه,LED,,10 مگاپیکسل,پشتیبانی از استاندارد +HDR10، صفحه نمایش همیشه روشن,سه گانه 50 مگاپیکسل + 8 مگاپیکسل + 12 مگاپیکسل,,دارد,قابلیت عکاسی HDR به صورت خودکار، قابلیت عکاسی پانوراما (Panorama),5G,GSM ،HSPA ،LTE ،5G,"دارد / USB Type-C
",دارد / ورژن 5.3، همراه با A2DP، LE,"دارد/ با پشتیبانی GPS ،GLONASS ،GALILEO ،BDS

",حسگر اثر انگشت در زیر صفحه نمایش، شتاب سنج، ژيروسکوپ، مجاورت، قطب نما,,4500 میلی‌ آمپر ساعت,لیتیوم پلیمری / خیر,دارد، پشتیبانی از شارژ سریع 25 وات,یک هسته 2.8 گیگاهرتز Cortex-X2 و 3 هسته 2.50 گیگاهرتز Cortex-A710 و 4 هسته 1.8 گیگاهرتز Cortex-A510,1450 نیت در حالت حداکثر,120 هرتز,Corning Gorilla Glass 5,['خاکستری'],گوشی سامسونگ,تکنولایف,4.15,"24,725,000","24,989,000"
